address1,voice,Number of employees,address2,address3,city,state,postal_code,country,web,NAICS-Description,NAICS-Number,Additional Comment,Lead Origin,Notes,temp_cntct_id
Rix Industries,(707) 747 5900,100-199,4900 Industrial Way,,Benica,California,94510,United States,www.rixindustries.com,Mechanical or Industrial Engineering,,1878,LF,;Charlotte Blackmer IT Director; Winona Conners CEO; Swan Hoang CFO; David Miloslavich Mfg Dir;;;;;;;;,741
RJR Polymers Inc,(510) 638 5901,100-199,7875 Edgewater Dr,,Oakland,California,94621,United States,www.rjrpolymers.com,Electrical/Electronic Manufacturing,94990,1987,LF,;mfg--rick;;;;;;;;,742
RKO Steel Ltd,(800) 565 7248,,,,Dartmouth (NS),,,Canada,www.rkosteel.com,,,,LF,;;;;;;;;;,743
Robert Crist And Company RV,(888) 863 8833,21-49,2025 E Main St,,Mesa,Arizona,85213,United States,www.rvsrfun.com,Automotive,556103,1964,LF,No answer;;;;;;;;;,744
Robert J Neuberger Lawyer,(503) 228 1221,,,,Portland (OR),Oregon,,United States,,,,,LF,;free PostBooks user - we'd love to know them & perhaps upgrade to a newer version;He does not fit the profile that we are looking for (10 employees ..2.5 million and above...etc;IP checks out as this company! hostname=orlcc.dynalias.net organization=xtprod PostBooks 4.9.2;I don't either but they don't need the key to run PostBooks.;;;;;,745
Roche,(317) 521 2000,"2,000+",7988 Centerpoint Dr,,Indianapolis,Indiana,46256,United States,www.roche.com,Research,,1896,LF,;;;;;;;;;,746
Rochester Colonial Manufacturing,(585) 254 8191,100-199,1794 Lyell Avenue,,Rochester,New York,14606,United States,www.rochestercolonial.com,Building Materials and Tools,,1947,LF,;;;;;;;;;,747
Rogers Corporation,(800) 755 6766,"2,000+",245 Woodstock Rd,,Woodstock,Connecticut,6281,United States,www.rogerscorp.com,Electrical/Electronic Manufacturing,62020,1832,LF,;;;;;;;;;,748
Rogue Valley Door,(800) 547 6201,200-499,123 NE Beacon Dr,,Grants Pass,Oregon,97526,United States,www.roguevalleydoor.com,Building Materials and Tools,243102,1985,LF,;;;;;;;;;,749
Rolenn Manufacturing,(951) 682 1185,,1549 Marlborough Avenue,,Riverside,California,92507,United States,www.rolenn.com,Manufacturing,,,LF,;;;;;;;;;,750
Rolf C. Hagen Inc,800 554 2436,,,,Baie DêUrfe (QC),,,Canada,www.hagen.com,,,,LF,;;;;;;;;;,751
Rona,(866) 283 2239,,,,Longueuil (QC),,,Canada,www.rona.ca,,,,LF,;;;;;;;;;,752
Rosenbloom Groupe,(514) 748 7711,,,,Montreal (QC),,,Canada,www.rosenbloomgroupe.com,,,,LF,;demo today;;;;;;;;,753
Royal Pyrotechnie Inc,(450) 772 2437,,,,Saint-Pie (QC),,,Canada,www.royalpyrotechnie.com,,,,LF,;;;;;;;;;,754
RubinBrown LLP,(314) 290 3300,500-999,One North Brentwood,Suite 1100,St Louis,Missouri,63105,United States,www.rubinbrown.com,Accounting,,1952,LF,;diana.knapp@rubinbrown.com partner-in-charge (on VAR list);;;;;;;;,755
Rural Electric,(888) 964 1488,100-199,9502 E Main St,,Mesa,Arizona,85207,United States,www.ruralelectric.com,Electrical/Electronic Manufacturing,42990,1964,LF,;;;;;;;;;,756
Rusken Packaging Inc,(800) 232 8108,200-499,64 Walnut Street,,Cullman,Alabama,35055,United States,www.rusken.com,Logistics and Supply Chain,,1974,LF,;;;;;;;;;,757
Russel Metals Inc,(780) 439 2051,,,,Edmonton (AB),,,Canada,www.russelmetals.com,,,,LF,";METALS DISTmissy;;;;;;;;",758
S and S Supplies & Solutions,(800) 430 8665,100-199,2700 Maxwell Way,,Fairfield,California,94534,United States,www.suppliesandsolutions.com,Business Supplies and Equipment,,1983,LF,They are not intereted they were just looking @ options;;;;;;;;;,759
Sager Electronics,(508) 947 8888,200-499,19 Leona Drive,,Middleboro,Massachusetts,2346,United States,www.sager.com,Electrical/Electronic Manufacturing,,1887,LF,;PeopleSoft user;Shannon Freise VP Operations; Frank Flynn President; uses PeopleSoft;;;;;;;,760
Sakamura USA Inc,(740) 223 7777,20-Jan,970 Kellogg Pkwy,,Marion,Ohio,43302,United States,www.sakamura.net,Machinery,82990,1997,LF,;;;;;;;;;,761
Saks Metering,(877) 583 7257,100-199,52-54 72nd Street,,Maspeth,New York,11378,United States,www.saksmetering.com,Utilities,,2012,LF,;;;;;;;;;,762
Salit Steel,(905) 354 5691,,,,Niagara Falls (ON),,,Canada,www.salitsteel.com,,,,LF,;;;;;;;;;,763
Samy's Camera,(866) 726 9463,200-499,12636 Beatrice Street,,Los Angeles,California,90066,United States,www.samys.com,Photography,0,1976,LF,;;;;;;;;;,764
Sanmina,(256) 882 4800,,,,Huntsville (AL),Alabama,,United States,www.sanmina.com,,,,LF,;;;;;;;;;,765
Sanofi,(800) 981 2491,"2,000+",55 Corporate Drive,,Bridgewater,New Jersey,8807,United States,www.sanofi.us,Pharmaceuticals,,1718,LF,;;;;;;;;;,766
Schaper,(408) 437 0337,100-199,1177 N 15th St,,San Jose,California,95112,United States,www.schaperco.com,Building and Maintenance Services,,1985,LF,;;;;;;;;;,767
Scherer Industrial Group Inc,(317) 231 2363,20-Jan,940 S West St,,Indianapolis,Indiana,46225,United States,,Electrical/Electronic Manufacturing,,,LF,;;;;;;;;;,768
Schupan & Sons Inc,(800) 531 3434,200-499,4200 Davis Creek Ct,,Kalamazoo,Michigan,49001,United States,www.schupan.com,Mining and Metals,331218,1968,LF,;;;;;;;;;,769
SCSI Stuff LLC,(817) 481 5904,,,,Grapevine (TX),Texas,,United States,www.scsistuff.com,,,,LF,"This is an appointment for you Wally....From Stephanie Campbell;817-481-5904 is the main no other than the 800 no given....this is the number I called myself.;Spoke to Cameron Dugas who is the IT and Support Manager and their Quickbooks is getting ready to run out and he wants an alternative.   Nice guy!  Appt is for April 19th Wednesday at 3:00pm (CST).....Phone call with Wally.Assign to Wally.CONTACT - Cameron Dugas - IT MANAGER  email -cameron@scsistuff.comAPPT TIME AND DATE - 4/19/2017  @ 3:00PM CSTBilling & Shipping Address: SCSISTUFF; LLC 800 Industrial Blvd Suite 300 Grapevine; TX 76051 Phone: Toll-Free: 1-888-712-0717 Local: 817-481-5904 Fax: 817-410-1328;Billing & Shipping Address:SCSISTUFF; LLC800 Industrial BlvdSuite 300Grapevine; TX 76051Phone:Toll-Free: 1-888-712-0717Local: 817-481-5904Fax: 817-410-1328;Spoke with Cameron Dugas who is the manager of IT and Support will check on something and add additional notes;;;;;",770
Se-Kure Controls Inc,(800) 250 9260,100-199,3714 Runge St,,Franklin Park,Illinois,60131,United States,www.se-kure.com,Security and Investigations,0,1965,LF,";Dave Wooden it@se-kure.com;;your oppmissy;;;;;;",771
Seaway Transport International,(714) 374 0401,,19671 Beach Blvd,Suite 320,Huntington Beach,California,92648,United States,www.seawaytransport.com,Transportation/Trucking/Railroad,,,LF,talked to Roberto and he stopped me and said are we trying to sell him something.  DNC;;Roberto Mendez Owner;Talked to the owner and she said to take her off of our list.;;;;;;,772
Security Service Company,(800) 232 2500,21-49,110 W Arch St,Suite 200,Fleetwood,Pennsylvania,19522,United States,www.sscsince73.com,Security and Investigations,,1973,LF,Security Service Company www.sscsince73.com not in dogfood;can't find contact in our db;;using single user PostBooks key -;PB user? Jim Long VP Ops; Ben Long Systems Admin; Matthew Hines CFO;;;;;,773
SecurityNexus,(888) 456 7154,,,,Melbourne (FL),Florida,,United States,www.securitynexus.com,,,,LF,;;;;;;;;;,774
SEL,(509) 332 1890,"2,000+",2350 NE Hopkins Court,,Pullman,Washington,99163,United States,www.selinc.com,Electrical/Electronic Manufacturing,0,1982,LF,;;;;;;;;;,775
Select Systems Technology,(310) 224 3300,,,,Torrance (CA),California,,United States,www.selectsst.com,,,,LF,;looks partner-ish--rick;;;;;;;;,776
Semiconductor Equipment Corp,(805) 529 2293,21-49,5154 Goldman Avenue,,Moorpark,California,93021,United States,www.semicorp.com,Semiconductors,,1975,LF,;;;;;;;;;,777
Senox,(512) 638 8965,100-199,15409 Long Vista Dr,,Austin,Texas,78728,United States,www.senox.com,Building Materials and Tools,62012,1972,LF,;;;;;;;;;,778
Sensors & Software Inc,(905) 614 1789,,,,Mississauga (ON),,,Canada,www.sensoft.ca,,,,LF,;;;;;;;;;,779
Seoul Trading USA Co,(201) 567 7780,21-49,360 South Van Brunt St,,Englewood,New Jersey,7631,United States,www.seoulgrocery.com,Food and Beverages,,1982,LF,;;;;;;;;;,780
Shaklee Corporation,(925) 924 2000,500-999,4747 Willow Rd,,Pleasanton,California,94588,United States,www.shaklee.com,Food and Beverages,,1956,LF,wouldnt put me through to IT or Purchasing they took a message;No prompts for a name to find and receptionist is not at her desk;Erica no longer works for the company.;;Ericca Hoffman Director International Supply Chain ehoffman@shaklee.com $100-250M;;;;;,781
Shasko Global Logistics LLC,(800) 733 1118,21-49,333 Concord Drive,,Belle Vernon,Pennsylvania,15012,United States,www.shaskogloballogistics.com,Transportation/Trucking/Railroad,,1984,LF,"I talked to Troy and they have a franchise and any type of software decisions are made by corporate they are owned by Landstar.  He was very nice and he doesnt know who looked at the site but he is not interested at all but spoke with me and said he appreciated the call.;President Troy Shasko800-733-1118Email: landstar@shasko.com;;I was told they dont have an IT dept and was switched to a manager and they are going to check and call me back to see who may have looked at the site.;;;;;;",782
Sherwin Williams,(800) 474 3794,"2,000+",101 W Prospect Ave,,Cleveland,Ohio,44115,United States,www.sherwin-williams.com,Retail,87900,1866,LF,;;;;;;;;;,783
Shick Soultions,(877) 744 2587,100-199,4346 Clary Blvd,,Kansas City,Missouri,64130,United States,www.shickusa.com,Manufacturing,,1956,LF,;;;;;;;;;,784
Shirley of Hollywood,(323) 261 0265,100-199,3240 E 26th St,,Vernon,California,90058,United States,www.shirleyofhollywood.com,Apparel and Fashion,14142,1920,LF,;;;;;;;;;,785
Shoals Technologies Group,(615) 451 1400,500-999,1400 Shoals Way,,Portland,Tennessee,37148,United States,www.shoals.com,Manufacturing,,1996,LF,;;;;;;;;;,786
Shop Iris Basic,(323) 231 7773,,3317 E 50th St,,Los Angeles,California,90058,United States,www.shopirisbasic.com,Apparel and Fashion,,,LF,On hold too long;Called and the IT people are not picking up.;;;;;;;;,787
Shoppers Drug Mart,(800) 746 7737,,,,Toronto (ON),,,Canada,www.shoppersdrugmart.ca,,,,LF,;;;;;;;;;,788
SHW Casting Technologies Inc,(800) 447 0898,,90 Commercial Blvd,,Torrington,,6790,United States,www.shwinc.com,Manufacturing,,,LF,;David J. Antoniazzi President;;;;;;;;,789
SIBEX,(352) 795 0101,100-199,430 North Suncoast Blvd,,Crystal River,Florida,34429,United States,www.sibex.com,Electrical/Electronic Manufacturing,0,1983,LF,;;;;;;;;;,790
Siemens Government Services. Inc,(703) 483 2000,"2,000+",1881 Campus Commons Drive,Suite 200,Reston,Virginia,22202,United States,www.siemensgovt.com,Electrical/Electronic Manufacturing,,1847,LF,SAIC is a customer;;;;;;;;;,791
Sierra Computers Ltd,(775) 322 6455,21-49,1900 Vassar Street,,Reno,Nevada,89502,United States,www.sierracomputergroup.com,Information Technology and Services,,1982,LF,IT Manager is in Alaska right now back in 2 weeks;Not available;;Sage; QB;;;;;;,792
Sigma Aldrich Corporation,(800) 521 8956,"2,000+",3050 Spruce St,,St Louis,Missouri,63103,United States,www.sigmaaldrich.com,Manufacturing,,1975,LF,;looking for alternative to SAP;;;;;;;;,793
Silfex,(937) 472 3311,200-499,950 S Franklin St,,Eaton,Ohio,45320,United States,www.silfex.com,Semiconductors,94120,1971,LF,Douglas is not at his desk.;na;no answer;Douglass Tinnel dtinnel@silfex.com;;;;;;,794
Silver Spring,(650) 839 4000,500-999,555 Broadway St,,Redwood City,California,94063,United States,www.silverspringnet.com,Utilities,91020,2002,LF,;;;;;;;;;,795
Silvex International Inc,(213) 362 6951,,,,Los Angeles (CA),California,,United States,www.silvexonline.com,,,,LF,Richard Frounjian President;;;;;;;;;,796
Simco-Ion,(800) 203 3419,200-499,2257 N Penn Rd,,Hatfield,Pennsylvania,19440,United States,www.simco-ion.com,Manufacturing,,1936,LF,;;;;;;;;;,797
Simply Amish,(217) 268 4504,21-49,401 E CR 200N,,Arcola,Illinois,61910,United States,www.simplyamish.com,Furniture,,1979,LF,;;;;;;;;;,798
SIS GPR LLC,(205) 919 5946,,,,Birmingham (AL),Alabama,,United States,www.sisgpr.com,,,,LF,;Robert Black; Owner;;;;;;;;,799
Skjodt-Barrett Foods Inc,(905) 671 2884,,,,Brampton (ON),,,Canada,www.skjodt-barrett.com,,,,LF,;;;;;;;;;,800
Skyhawk Telematics,(709) 737 2583,,,,St. John's (NL),,,Canada,www.skyhawk.co,,,,LF,;;;;;;;;;,801
Skyward IO,(303) 877 9003,21-49,233 SW Naito Pkwy,,Portland,Oregon,97204,United States,www.skyward.io,Computer Software,,2012,LF,Not available;;;;;;;;;,802
Slade Gorton & Co Inc,(800) 225 1573,100-199,225 Southampton Street,,Boston,Massachusetts,2118,United States,www.sladegorton.com,Food Production,,1928,LF,;;;;;;;;;,803
Sloan,(847) 671 4300,"2,000+",10500 Seymour Ave,,Franklin Park,Illinois,60131,United States,www.sloanvalve.com,Manufacturing,0,1906,LF,;;;;;;;;;,804
SMP,(718) 392 0200,"2,000+",37-18 Northern Boulevard,,Long Island City,New York,11101,United States,www.smpcorp.com,Automotive,,1919,LF,;;;;;;;;;,805
Smurfit-Stone Container Corp,(618) 463 6000,,401 Alton St,,Alton,Illinois,62002,United States,,Manufacturing,,,LF,;;;;;;;;;,806
Soal Technologies LLC,(512) 270 6700,21-49,8870 Business Park Dr,Suite 200,Austin,Texas,78759,United States,www.soaltech.com,Information Technology and Services,,,LF,;;;;;;;;;,807
Soft-Tex Manufacturing,(800) 366 2324,100-199,428 Hudson River Rd,,Waterford,New York,12188,United States,www.soft-tex.com,Manufacturing,85422,1986,LF,;Sharon Riley Director-Operations sriley@soft-tex.com 518-235-3645 $10-25M;;;;;;;;,808
Software Concepts Inc,(978) 584 0400,,3 Survey Circle,,North Billerica,Massachusetts,1862,United States,www.sci400.com,Computer Software,,,LF,;looks like Partner prospect;;;;;;;;,809
Solon Manufacturing Co,(800) 323 9717,21-49,425 Center St,,Chardon,Ohio,44024,United States,www.solonmfg.com,Manufacturing,,1949,LF,;;;;;;;;;,810
Solutions d'affaires de la Capitale Inc,(418) 614 5301,,,,Ville de Qu_bec (QC),,,Canada,www.sacgroupect.com,,,,LF,;;;;;;;;;,811
Somerset CPAs and Advisors,(800) 469 7206,100-199,3925 River Crossing Pkwy,Suite 300,Indianapolis,Indiana,46240,United States,www.somersetcpas.com,Accounting,,1960,LF,;bkinnaman@somersetcpas.com Brian Kinnaman;;;;;;;;,812
Sonepar Management US Inc,(215) 399 5900,"2,000+",510 Walnut Street,,Philadelphia,Pennsylvania,19106,United States,www.sonepar-usa.com,Wholesalers,,1998,LF,;Matthew Pothier VP IT;;;;;;;;,813
Sonnet Software Inc,(877) 776 6638,21-49,100 Elwood Davis Road,,North Syracuse,New York,13212,United States,www.sonnetsoftware.com,Computer Software,,1983,LF,;;;;;;;;;,814
Sonoma Graphic Products Inc,(800) 250 4252,20-Jan,961 Stockton Ave,,San Jose,California,95110,United States,www.sgpweb.com,Design,82990,,LF,;;;;;;;;;,815
Soundwich Inc,(216) 486 2666,100-199,881 Wayside Rd,,Cleveland,Ohio,44110,United States,www.soundwich.com,Automotive,0,1987,LF,;;;;;;;;;,816
South Georgia Pecan Co,(800) 627 6630,,309 South Lee Street,,Valdosta,Georgia,31601,United States,www.georgiapecan.com,Food and Beverages,0,1913,LF,;;;;;;;;;,817
South Peak Interactive,(804) 379 8404,100-199,2900 Polo Pkwy,Suite 104,Midlothian,Virginia,23113,United States,,Consumer Electronics,0,1996,LF,;tested our software but no contact info;;;;;;;;,818
Southern Wake Electric Service Inc,(919) 669 2711,20-Jan,324 T K Allen Rd,,Louisburg,North Carolina,27549,United States,,Electrical/Electronic Manufacturing,66290,,LF,Norman Carl Eason; President;;;;;;;;;,819
Space Craft Mfg Inc,(888) 463 7520,,28115 West Hwy 40,,Concordia,Missouri,64020,United States,www.spacecraftmfg.com,Automotive,,,LF,;;;;;;;;;,820
Spartan Controls,(403) 207 0700,,,,Calgary (AB),,,Canada,www.spartancontrols.com,,,,LF,;;;;;;;;;,821
Special Hermetic Products Inc,(603) 654 2002,,39 Souhegan St,,Wilton,New Hampshire,3086,United States,www.shp-seals.com,Electrical/Electronic Manufacturing,0,1988,LF,;;;;;;;;;,822
SPI Transportation Inc,(208) 922 5771,,485 W Main St,,Kuna,Idaho,83634,United States,www.spiidaho.com,Transportation/Trucking/Railroad,,,LF,;Mike Smith president;;;;;;;;,823
Sport Hill Inc,(541) 345 9623,,,,Eugene (OR),Oregon,,United States,www.sporthill.com,,,,LF,may be a duplicate in LEADS;;using old version of free PostBooks - let's help them upgrade! Malcolm MacKinnon Controller malcolm@lion.sporthill.com; Jim Hill jmh@sporthill.com also inventor of http://www.groutgator.com/;;;;;;;,824
SportHill Direct Inc,(888) 645 3627,20-Jan,725 McKinley St,,Eugene,Oregon,97402,United States,www.sporthill.com,Sports,,,LF,I left a msg for him to call back.;Jim Hill - using free PostBooks;;Left a msg for the recepetionist she is going to have someone call me back I gave them my cell phone no;;;;;;,825
Sprague,(800) 225 1560,,,,Portsmouth (NH),New Hampshire,,United States,www.spragueenergy.com,,,,LF,;;;;;;;;;,826
SRC Inc,(315) 452 4780,500-999,6225 Running Ridge Road,,North Syracuse,New York,13212,United States,www.srcinc.com,Defence and Space,,1957,LF,;Kevin Hair COO; Philip Fazio CFO;;;;;;;;,827
Stas,(418) 696 0074,,,,Saguenay (QC),,,Canada,www.stas.com,,,,LF,";mfg but a CAN companywasn't sure if you or Wally wantedmissy;;;;;;;;",828
STC Footwear,(888) 686 1286,,,,Anjou (QC),,,Canada,www.stcfootwear.com,,,,LF,;;;;;;;;;,829
Steel Dynamics Inc,(540) 342 1831,"2,000+",102 Westside Blvd NW,,Roanoke,Virginia,24017,United States,www.steeldynamics.com,Wholesalers,,1993,LF,;;;;;;;;;,830
Stellar Technologies,(888) 566 9094,,,,Brooklyn Park (MN),Minnesota,,United States,www.stellar-technologies.com,,,,LF,;;;;;;;;;,831
Steuben Foods,(716) 655 4000,500-999,1150 Maple Rd,,Elma,New York,14059,United States,www.steubenfoods.com,Food Production,94990,1980,LF,;;;;;;;;;,832
Stevens Aviation,(864) 678 6000,500-999,600 Delaware St,,Greenville,South Carolina,29605,United States,www.stevensaviation.com,Aviation and Aerospace,,1950,LF,;;;;;;;;;,833
Stiles,(616) 698 7500,200-499,3965 44th St. SE,,Grand Rapids,Michigan,49512,United States,www.stilesmachinery.com,Machinery,,1965,LF,;;;;;;;;;,834
Stirling Ultracold,(855) 274 7900,100-199,6000 Poston Road,,Athens,Ohio,45701,United States,www.stirlingultracold.com,Domestic Appliances,,2010,LF,;;;;;;;;;,835
Stoneridge Software Inc,(612) 354 4966,100-199,6465 Wayzata Blvd,Suite 775,Minneapolis,Minnesota,55426,United States,www.stoneridgesoftware.com,Computer Software,573401,2012,LF,;eric@stoneridgesoftware.com;Eric Newell President (on your VAR list!);;;;;;;,836
Storey,(413) 346 2100,100-199,210 Mass Moca Way,,North Adams,Massachusetts,1247,United States,www.storey.com,Publishing,86101,1983,LF,IT Manager is Jason Moon.  Gone for the day.;;;;;;;;;,837
Strings Restaurant Group,(916) 635 6465,,11344 Coloma Rd,Suite 545,Gold River,California,95670,United States,www.stringscafe.com,Restaurants and Bars,,,LF,food DIST - not just restaurant chain;;using free PostBooks; no contact record in df;;;;;;;,838
Subatomic Digital Inc,(802) 383 0980,21-49,151 Blair Park Rd,,Williston,Vermont,5495,United States,www.subatomicdigital.com,Media Production,,2006,LF,;;;;;;;;;,839
Summit Appliance,(800) 932 4267,,770 Garrison Ave,,Bronx,New York,10474,United States,www.summitappliance.com,Manufacturing,,1969,LF,";also DISTmissy;;;;;;;;",840
Sunrise Labs,(603) 644 4500,100-199,5 Dartmouth Dr,,Auburn,New Hampshire,3032,United States,www.sunriselabs.com,Research,52103,1992,LF,;;;;;;;;;,841
Superior Grocers,(562) 345 9000,"2,000+",15510 Carmenita Rd,,Santa Fe Springs,California,90670,United States,www.superiorgrocers.com,Food and Beverages,71111,1981,LF,Giovanni     gio@superiorgrocers.com he is the director email him wont give out number;;;;;;;;;,842
Superior Mobile Medics Inc,(800) 898 3926,100-199,7480 Mission Valley Road,Suite 101,San Diego,California,92108,United States,www.superiormobilemedics.com,Medical Supplies and Equipment,94120,1995,LF,;;;;;;;;;,843
Supreme Group,(780) 483 3278,,,,Edmonton (AB),,,Canada,www.supremegroup.com,,,,LF,;did not complete the Free Demo or Sage webforms;;;;;;;;,844
Suzyês Cream Cheesecakes,(800) 828 1055,,9911 S Howell Avenue,,Oak Creek,Wisconsin,53154,United States,www.suzys.com,Food and Beverages,,1983,LF,;;;;;;;;;,845
SVAT Electronics,(905) 353 0732,,,,Niagara Falls (ON),,,Canada,www.svat.com,,,,LF,;;;;;;;;;,846
SW Safety Solutions Inc,(510) 429 8692,"2,000+",33278 Central Ave,Suite 102,Union City,California,94587,United States,www.swsafety.com,Medical Supplies and Equipment,0,1984,LF,Belle Chou president;;;;;;;;;,847
Synaptics Inc,(408) 904 1100,"2,000+",1251 Mckay Dr,,San Jose,California,95131,United States,www.synaptics.com,Manufacturing,,1986,LF,;;;;;;;;;,848
Synesis International Inc,(864) 288 1550,21-49,30 Creekview Ct,,Greenville,South Carolina,29615,United States,www.synesisintl.com,Computing,,1994,LF,From VAR list;;Ricardo Studart President rstudart@synesisintl.com;;;;;;;,849
Sysco Corporation,(281) 584 1390,"2,000+",1390 Enclave Parkway,,Houston,Texas,77077,United States,www.sysco.com,Food and Beverages,0,1970,LF,wayne.shurts@sysco.com CTO 281-584-1471;;;;;;;;;,850
Systemes De Marquage Industriel Inc,(514) 336 3213,,,,St Laurent (QC),,,Canada,www.imsinc.ca,,,,LF,;;;;;;;;;,851
Tag Construction Ltd,(604) 534 2685,,,,Langley (BC),,,Canada,www.tagconstruction.com,,,,LF,He said to cb next week it is Good Friday;;Michael J. Grant manager;;;;;;;,852
Talyst Inc,(877) 482 5978,100-199,903 North Bowser,Suite 200,Richardson,Texas,75081,United States,www.talyst.com,Hospital and Healthcare,,2002,LF,Away from his desk;not available;Away from his desk.;He is away from his desk;He is away from his desk right now.;using FREE PostBooks - we do NOT have a record of this company - if you could find out details & we'd like to help them upgrade to a newer version!;Robert is not at his desk I will try again tomorrow I think he is the right person to talk to.;;Contact in IT is Robert Chargoff he is not at his desk I didnt leave a message;,853
Taylor Communications,(800) 755 6405,"2,000+",600 Albany St,,Dayton,Ohio,45417,United States,www.taylorcommunications.com,Printing,,1912,LF,Hitting our website from their OH and MN locations http://www.taylorcorp.com;;;;;;;;;,854
Taylor Corporation,(507) 625 2828,"2,000+",1725 Roe Crest Drive,,North Mankato,Minnesota,56003,United States,www.taylorcorp.com,Printing,,1975,LF,Hitting our website from their MN and OH locations http://www.taylorcommunications.com;;;;;;;;;,855
TaylorMade Golf Company Inc,(760) 918 6000,"2,000+",5545 Fermi CT,,Carlsbad,California,92008,United States,www.taylormadegolf.com,Apparel and Fashion,,1979,LF,;;;;;;;;;,856
TE Connectivity,(800) 522 6752,"2,000+",100 Amp Dr,,Harrisburg,Pennsylvania,17112,United States,www.te.com,Electrical/Electronic Manufacturing,,2007,LF,Reached a customer care line;;vincent.depaul@te.com;;;;;;;,857
Teal Electronics Corporation,(800) 888 8325,100-199,10350 Sorrento Valley Rd,,San Diego,California,92121,United States,www.teal.com,Electrical/Electronic Manufacturing,69102,1985,LF,Finance and IT are not answering;;;;;;;;;,858
Tech Etch Inc,(508) 747 0300,,,,Plymouth (MA),Massachusetts,,United States,www.tech-etch.com,,,,LF,;http://www.tech-etch.com/shows.html --metals focus (came to us via Panorama Consulting);;;;;;;;,859
Tech Inc,(603) 424 4404,100-199,8 Continental Boulevard,,Merrimack,New Hampshire,3054,United States,www.technh.com,Manufacturing,,1982,LF,;;;;;;;;;,860
Tech-Trek Ltd,(613) 599 8787,,,,Kanata (ON),,,Canada,www.tech-trek.com,,,,LF,may be a duplicate in LEADS;;did not complete free demo signup;;;;;;;,861
Tech-Trek Ltd,(905) 238 0366,,,,Mississauga (ON),,,Canada,www.tech-trek.com,,,,LF,;;;;;;;;;,862
TechCentric,(401) 714 0499,21-49,536 Atwells Ave,,Providence,Rhode Island,2909,United States,www.techcentric.com,Information Technology and Services,,1991,LF,;;;;;;;;;,863
TechMah LLC,(877) 725 6920,,2099 Thunderhead Road,Suite 302,Knoxville,Tennessee,37922,United States,www.techmah.com,Computer Software,,,LF,;assigning to Lead Slam;;;;;;;;,864
TechnoLine LLC,(201) 729 1203,,55 Triangle Blvd,,Carlstadt,New Jersey,7072,United States,www.technoline.com,Information Technology and Services,,,LF,;;;;;;;;;,865
Tego,(781) 547 5680,21-49,375 Totten Pond Rd,,Waltham,Massachusetts,2451,United States,www.tegoinc.com,Information Technology and Services,,2007,LF,;;;;;;;;;,866
Telco Stores,(718) 853 5050,21-49,6014 11th Ave,Suite 220,Brooklyn,New York,11219,United States,www.telcostores.com,Retail,,1972,LF,;Eddie Serure owner;;;;;;;;,867
Temp-Art Mechanical Inc,(516) 538 2840,20-Jan,45 Edison Avenue,,West Babylon,New York,11704,United States,www.temp-art.com,"Plumbing, Heating, Cooling and Ventilation",171117,1972,LF,;did not complete free demo signup;;;;;;;;,868
Tempco Electric Heater Corporation,(888) 268 6396,200-499,607 N Central Ave,,Wood Dale,Illinois,60191,United States,www.tempco.com,Electrical/Electronic Manufacturing,,1972,LF,;;;;;;;;;,869
Tenacore,(800) 297 2241,100-199,1525 E Edinger Ave,,Santa Ana,California,92705,United States,www.tenacore.com,Medical Supplies and Equipment,,2000,LF,David Pak is not at his desk they switched me and the phone just rang.;He is not at his desk;david@tenacore.com also seems to be a valid email for the IT Manager contact.;david.pak@tenacore.com;;;;;;,870
Tencarva Machinery Company,(336) 665 0250,200-499,1115 Pleasant Ridge Rd,,Greensboro,North Carolina,27409,United States,www.tencarva.com,Mechanical or Industrial Engineering,82990,1978,LF,";looks like they work with DISTmissy;;;;;;;;",871
Tender Corporation,(800) 258 4696,100-199,106 Burndy Rd,,Littleton,New Hampshire,3561,United States,www.tendercorp.com,Manufacturing,77390,1973,LF,;;;;;;;;;,872
Tepco,(866) 204 2163,100-199,606 Rollingbrook St,Suite 2E,Baytown,Texas,77521,United States,www.tepco.us,Oil and Energy,86101,,LF,;Kreg McCall Manager kreg.mccall@tepco.us 281.460.6894;;;;;;;;,873
Terry's Machine & Manufacturing Inc,(425) 349 2700,21-49,1102 Shuksan Way,,Everett,Washington,98203,United States,www.terrysmachine.com,Machinery,,1984,LF,;;;;;;;;;,874
Tessera,(408) 321 6000,200-499,3025 Orchard Parkway,,San Jose,California,95134,United States,www.tessera.com,Semiconductors,71111,1990,LF,;Jeremy Theil Accounting INVENS signed up via FT;;;;;;;;,875
Teva Pharmaceuticals,(888) 838 2872,"2,000+",1090 Horsham Rd,,North Wales,Pennsylvania,19454,United States,www.tevausa.com,Pharmaceuticals,,1901,LF,;;;;;;;;;,876
Texas Recycling/ Surplus Inc,(214) 357 0262,100-199,1420 S. Barry Ave,,Dallas,Texas,75223,United States,www.texasrecycling.com,Forestry and Paper Products,,1992,LF,;Craig Litman owner/CFO;;;;;;;;,877
Texton Inc,(800) 442 1540,100-199,114 Kirby Street,,Garland,Texas,75042,United States,www.texton.com,Manufacturing,,1941,LF,;Ed Williams CEO;;;;;;;;,878
THAT Corporation,(508) 478 9200,100-199,45 Sumner Street,,Milford,Massachusetts,1757,United States,www.thatcorp.com,Semiconductors,,1989,LF,;;;;;;;;;,879
